,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
23788,4.0,35.0,12.5,12.5,76.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-04-09
23789,5.0,-80.0,-90.0,-130.0,-122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2022-04-09
23790,6.0,42.5,-5.0,-12.5,38.5,Between 18 and 25,M,High School,University Student,13.0,2022-04-10
23791,6.0,57.5,-10.0,-7.5,54.0,Between 26 and 35,M,Vocational qualification,Student,12.0,2022-04-10
23792,5.0,15.0,-25.0,-15.0,-1.5,Between 18 and 25,M,High School,University Student,27.0,2022-04-10
23793,5.0,17.5,-12.5,-77.5,-47.0,More than 65,F,Middle School,Retired,17.0,2022-04-10
23794,2.0,62.5,20.0,57.5,109.5,Between 26 and 35,M,Bachelor's Degree,Public Employee,12.0,2022-04-10
23795,3.0,-2.5,-17.5,10.0,28.5,Less than 18,M,Middle School,Student,27.0,2022-04-10
23796,4.0,-17.5,15.0,55.0,62.0,Between 26 and 35,M,Master's Degree,University Student,42.0,2022-04-10
23797,4.0,82.5,-2.5,5.0,98.5,Between 18 and 25,M,High School,University Student,12.0,2022-04-10
23798,2.0,55.0,62.5,122.5,147.0,Between 18 and 25,M,High School,I'd rather not answer,14.0,2022-04-10
23799,4.0,35.0,-7.5,27.5,46.0,Between 26 and 35,M,High School,I'd rather not answer,19.0,2022-04-10
23800,2.0,62.5,17.5,65.0,122.0,Less than 18,M,High School,Student,14.0,2022-04-11
23801,6.0,30.0,-10.0,-2.5,55.0,Less than 18,M,Middle School,Student,13.0,2022-04-11
23802,2.0,75.0,60.0,107.5,132.0,Less than 18,M,Middle School,Student,2.0,2022-04-11
23804,2.0,65.0,35.0,45.0,109.5,Less than 18,M,I'd rather not answer,Student,12.0,2022-04-11
23805,5.0,-70.0,-85.0,-145.0,-152.0,Between 56 and 65,M,Middle School,Public Employee,39.0,2022-04-11
23806,2.0,62.5,7.5,57.5,93.5,Less than 18,M,Middle School,Student,12.0,2022-04-11
23807,5.0,-30.0,-65.0,-47.5,-92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2022-04-11
23808,5.0,-15.0,-40.0,-30.0,-69.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,31.0,2022-04-11
23810,2.0,37.5,25.0,27.5,92.5,Between 18 and 25,F,High School,Student,19.0,2022-04-11
23811,5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2022-04-11
23813,4.0,67.5,2.5,22.5,89.5,Between 26 and 35,M,First Level Master Degree,University Student,12.0,2022-04-11
23814,5.0,12.5,-35.0,22.5,-25.0,Less than 18,M,I'd rather not answer,Student,27.0,2022-04-11
23816,4.0,60.0,-25.0,25.0,64.5,Less than 18,F,Middle School,Student,12.0,2022-04-11
23817,5.0,37.5,-30.0,-85.0,-31.0,Between 26 and 35,M,High School,Public Employee,10.0,2022-04-11
23818,6.0,32.5,-12.5,10.0,25.0,Less than 18,F,PhD,Entrepreneur,13.0,2022-04-11
23819,5.0,7.5,-47.5,-107.5,-39.5,Between 18 and 25,M,High School,Student,37.0,2022-04-11
23820,3.0,17.5,-15.0,-5.0,38.5,Between 18 and 25,M,High School,University Student,27.0,2022-04-11
23821,4.0,67.5,15.0,7.5,55.5,Less than 18,M,Vocational qualification,Student,12.0,2022-04-11
23822,6.0,60.0,2.5,-12.5,35.5,Less than 18,M,Vocational qualification,Student,12.0,2022-04-11
23823,5.0,12.5,-65.0,-132.5,-84.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2022-04-11
23824,4.0,42.5,7.5,0.0,73.0,Less than 18,M,Middle School,Student,12.0,2022-04-11
23825,4.0,45.0,20.0,22.5,61.0,Between 18 and 25,M,High School,University Student,12.0,2022-04-11
23826,3.0,60.0,0.0,-12.5,27.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2022-04-12
23827,3.0,45.0,-12.5,-25.0,42.5,Less than 18,F,I'd rather not answer,Student,13.0,2022-04-12
23834,2.0,37.5,25.0,72.5,84.5,Less than 18,F,Middle School,Student,21.0,2022-04-12
23837,2.0,50.0,30.0,65.0,96.0,Less than 18,M,High School,Student,21.0,2022-04-12
23839,2.0,47.5,-7.5,37.5,111.0,Less than 18,N,Middle School,Student,12.0,2022-04-12
23840,2.0,57.5,15.0,57.5,104.5,Less than 18,M,Middle School,Student,12.0,2022-04-12
23841,5.0,-25.0,-72.5,-122.5,-79.5,Less than 18,M,High School,Student,38.0,2022-04-12
23842,5.0,12.5,-22.5,-42.5,10.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2022-04-12
23843,2.0,35.0,32.5,70.0,92.0,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,21.0,2022-04-12
23844,4.0,72.5,2.5,7.5,56.5,Less than 18,M,Vocational qualification,Student,12.0,2022-04-12
23845,3.0,70.0,-22.5,-37.5,47.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2022-04-12
23846,6.0,47.5,-5.0,-10.0,49.0,Between 18 and 25,M,High School,University Student,13.0,2022-04-12
23847,5.0,-30.0,-90.0,-140.0,-162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,36.0,2022-04-12
23849,5.0,0.0,-90.0,-110.0,-132.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2022-04-12
23850,5.0,0.0,-90.0,-110.0,-72.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2022-04-12
23851,2.0,17.5,10.0,50.0,97.0,Less than 18,M,Middle School,Student,19.0,2022-04-12
23852,5.0,-17.5,-15.0,-10.0,5.5,Less than 18,M,Middle School,Student,27.0,2022-04-12
23853,2.0,62.5,30.0,102.5,127.0,Between 18 and 25,M,Bachelor's Degree,I'd rather not answer,14.0,2022-04-12
23854,2.0,62.5,25.0,55.0,96.0,Between 18 and 25,M,High School,Student,12.0,2022-04-12
23855,5.0,27.5,-25.0,-2.5,6.0,Between 18 and 25,F,I'd rather not answer,Student,27.0,2022-04-12
23856,6.0,50.0,-5.0,-10.0,57.0,Less than 18,M,Middle School,Student,12.0,2022-04-12
23857,2.0,82.5,47.5,97.5,149.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2022-04-12
23858,2.0,-10.0,52.5,107.5,78.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0,2022-04-12
23859,4.0,75.0,-15.0,0.0,82.0,Between 18 and 25,M,Middle School,Student,12.0,2022-04-13
23860,2.0,32.5,30.0,72.5,108.5,Less than 18,M,High School,Student,21.0,2022-04-13
23861,2.0,75.0,35.0,35.0,135.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2022-04-13
23862,6.0,10.0,-5.0,15.0,46.5,Between 18 and 25,M,High School,Student,28.0,2022-04-13
23864,3.0,20.0,-5.0,-5.0,16.0,Between 46 and 55,M,Middle School,Permanent Employee,27.0,2022-04-13
23865,5.0,65.0,-15.0,-12.5,-14.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2022-04-13
23867,2.0,75.0,65.0,117.5,129.5,Between 18 and 25,M,High School,Student,2.0,2022-04-13
23869,4.0,47.5,-17.5,2.5,69.5,Between 26 and 35,M,High School,Fixed Term Employee,12.0,2022-04-13
23870,4.0,25.0,5.0,20.0,52.0,Between 46 and 55,M,Master's Degree,Entrepreneur,28.0,2022-04-13
23871,4.0,42.5,5.0,40.0,63.5,Between 18 and 25,F,High School,Permanent Employee,19.0,2022-04-13
23872,4.0,67.5,7.5,50.0,64.5,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,12.0,2022-04-13
23873,4.0,52.5,40.0,32.5,76.0,Less than 18,M,I'd rather not answer,Student,12.0,2022-04-13
23874,2.0,57.5,20.0,62.5,94.5,Between 18 and 25,N,I'd rather not answer,University Student,12.0,2022-04-13
23879,4.0,20.0,22.5,55.0,58.5,Less than 18,M,Middle School,Student,19.0,2022-04-13
23880,5.0,22.5,-37.5,-72.5,-22.0,Between 18 and 25,M,Master's Degree,University Student,17.0,2022-04-13
23881,5.0,30.0,-70.0,-180.0,-102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0,2022-04-13
23885,2.0,87.5,70.0,45.0,148.0,Less than 18,M,First Level Master Degree,Entrepreneur,3.0,2022-04-14
23886,2.0,67.5,17.5,32.5,132.0,Between 18 and 25,F,First Level Master Degree,I'd rather not answer,12.0,2022-04-14
23887,4.0,70.0,0.0,17.5,66.5,Less than 18,M,Middle School,Student,12.0,2022-04-14
23889,4.0,77.5,-5.0,10.0,76.5,Less than 18,M,Middle School,Student,12.0,2022-04-14
23891,5.0,40.0,7.5,-30.0,-8.5,Between 18 and 25,M,High School,Public Employee,16.0,2022-04-14
23892,4.0,65.0,50.0,32.5,70.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-14
23893,5.0,-10.0,2.5,0.0,14.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-04-14
23894,2.0,55.0,45.0,95.0,134.5,Less than 18,F,Middle School,Student,14.0,2022-04-14
23895,2.0,57.5,40.0,65.0,131.0,Less than 18,M,Middle School,Student,14.0,2022-04-14
23896,5.0,7.5,37.5,-7.5,0.5,Between 26 and 35,M,Master's Degree,Post-Doc,27.0,2022-04-14
23897,2.0,37.5,25.0,47.5,106.0,Less than 18,M,Middle School,Student,21.0,2022-04-14
23900,4.0,65.0,10.0,-30.0,108.0,Less than 18,M,I'd rather not answer,Student,12.0,2022-04-14
23901,5.0,52.5,-32.5,-97.5,-32.0,I'd rather not answer,M,I'd rather not answer,Student,10.0,2022-04-14
23903,4.0,30.0,15.0,37.5,69.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,19.0,2022-04-14
23905,5.0,2.5,-55.0,-70.0,-54.5,Between 26 and 35,M,Bachelor's Degree,Public Employee,30.0,2022-04-14
23907,2.0,75.0,50.0,65.0,124.5,Less than 18,M,I'd rather not answer,I'd rather not answer,2.0,2022-04-14
23910,4.0,80.0,-5.0,-5.0,70.5,Less than 18,M,Middle School,Student,12.0,2022-04-15
23912,4.0,75.0,-15.0,-5.0,90.5,Less than 18,M,Middle School,Student,12.0,2022-04-15
23913,6.0,-15.0,-15.0,37.5,41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-04-15
23914,5.0,-2.5,-57.5,-80.0,-47.0,More than 65,F,High School,Retired,30.0,2022-04-15
23915,2.0,70.0,42.5,67.5,98.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-15
23916,4.0,42.5,25.0,5.0,106.0,Between 26 and 35,M,Master's Degree,Permanent Employee,12.0,2022-04-15
23917,5.0,72.5,-12.5,-35.0,28.0,Less than 18,M,Middle School,Student,13.0,2022-04-15
23919,5.0,-17.5,-27.5,-67.5,-59.5,Less than 18,M,Middle School,Student,30.0,2022-04-15
23920,5.0,50.0,-32.5,-32.5,24.0,Less than 18,M,I'd rather not answer,Student,13.0,2022-04-15
23922,5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2022-04-15
23925,5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2022-04-15
23926,5.0,-15.0,-50.0,-170.0,-132.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2022-04-15
23927,2.0,47.5,27.5,32.5,88.0,Less than 18,M,Middle School,Student,12.0,2022-04-15
23928,6.0,62.5,25.0,5.0,41.5,Less than 18,M,Middle School,Student,12.0,2022-04-15
23929,5.0,32.5,-45.0,-47.5,1.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2022-04-15
23930,4.0,42.5,37.5,17.5,58.0,Less than 18,M,Middle School,Student,12.0,2022-04-15
23931,6.0,-30.0,15.0,50.0,3.0,Less than 18,M,Middle School,Student,47.0,2022-04-15
23932,4.0,37.5,-10.0,45.0,56.0,Between 18 and 25,M,High School,University Student,19.0,2022-04-15
23933,5.0,50.0,-75.0,-155.0,-27.0,Between 18 and 25,M,High School,Student,24.0,2022-04-15
23934,2.0,45.0,37.5,67.5,122.0,Between 18 and 25,M,High School,Student,22.0,2022-04-15
23935,4.0,-35.0,5.0,42.5,72.0,Between 18 and 25,M,High School,Fixed Term Employee,42.0,2022-04-16
23937,2.0,-40.0,80.0,170.0,102.0,Between 18 and 25,M,High School,Permanent Employee,23.0,2022-04-16
23938,4.0,42.5,7.5,12.5,74.0,Between 18 and 25,M,Middle School,Student,12.0,2022-04-16
23939,3.0,60.0,7.5,-40.0,33.0,Between 26 and 35,M,Master's Degree,Public Employee,13.0,2022-04-16
23940,5.0,40.0,0.0,-40.0,12.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,16.0,2022-04-16
23942,5.0,-40.0,0.0,40.0,-12.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,41.0,2022-04-16
23944,5.0,7.5,-65.0,-160.0,-104.5,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,38.0,2022-04-16
23945,5.0,57.5,-15.0,-77.5,3.0,More than 65,M,I'd rather not answer,Retired,9.0,2022-04-16
23948,5.0,-90.0,-90.0,-80.0,-162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,46.0,2022-04-16
23949,4.0,52.5,12.5,0.0,67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-16
23950,2.0,70.0,50.0,95.0,114.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-16
23951,5.0,55.0,-45.0,-80.0,23.0,Between 18 and 25,M,High School,University Student,9.0,2022-04-16
23953,5.0,10.0,-67.5,-87.5,-17.0,Between 26 and 35,M,First Level Master Degree,Freelance,37.0,2022-04-16
23955,2.0,80.0,35.0,70.0,124.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-16
23956,4.0,27.5,-20.0,15.0,98.5,Between 26 and 35,M,I'd rather not answer,I'd rather not answer,19.0,2022-04-16
23957,2.0,40.0,50.0,82.5,106.0,Between 26 and 35,M,First Level Master Degree,Freelance,14.0,2022-04-16
23960,5.0,37.5,-5.0,-37.5,15.5,Less than 18,M,I'd rather not answer,Student,16.0,2022-04-16
23961,2.0,57.5,40.0,72.5,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-16
23962,4.0,70.0,7.5,22.5,71.0,Between 56 and 65,M,Middle School,Entrepreneur,12.0,2022-04-16
23963,5.0,27.5,-70.0,-105.0,-104.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,17.0,2022-04-16
23966,2.0,45.0,55.0,97.5,143.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-16
23967,4.0,47.5,7.5,20.0,91.5,Between 18 and 25,F,High School,University Student,12.0,2022-04-16
23968,4.0,35.0,2.5,7.5,79.5,Between 26 and 35,M,First Level Master Degree,Fixed Term Employee,12.0,2022-04-16
23970,2.0,47.5,72.5,72.5,99.0,Between 26 and 35,F,First Level Master Degree,Fixed Term Employee,14.0,2022-04-16
23971,2.0,80.0,35.0,70.0,124.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-16
23972,4.0,35.0,0.0,22.5,48.5,Between 46 and 55,F,High School,Public Employee,19.0,2022-04-16
23974,2.0,70.0,22.5,42.5,103.5,Between 18 and 25,F,High School,University Student,12.0,2022-04-16
23976,2.0,82.5,35.0,80.0,101.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2022-04-17
23977,5.0,20.0,-57.5,-100.0,-74.5,Less than 18,M,Middle School,Student,17.0,2022-04-17
23978,5.0,-15.0,-70.0,-165.0,-109.5,Between 26 and 35,M,Bachelor's Degree,Fixed Term Employee,38.0,2022-04-17
23979,4.0,35.0,20.0,32.5,85.0,Less than 18,M,Middle School,Student,19.0,2022-04-17
23980,5.0,42.5,-30.0,-57.5,13.0,Less than 18,M,Middle School,Student,16.0,2022-04-17
23982,2.0,77.5,30.0,72.5,126.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,2.0,2022-04-17
23983,4.0,57.5,67.5,30.0,43.0,Between 18 and 25,M,High School,University Student,21.0,2022-04-17
23984,5.0,25.0,-10.0,-12.5,-5.0,Between 36 and 45,M,High School,Entrepreneur,27.0,2022-04-17
23985,5.0,40.0,0.0,-40.0,12.0,Less than 18,M,Middle School,Student,16.0,2022-04-17
23987,5.0,40.0,-12.5,-47.5,-19.5,Between 46 and 55,F,Middle School,Fixed Term Employee,16.0,2022-04-17
23989,5.0,-15.0,-70.0,-165.0,-102.0,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,38.0,2022-04-17
23990,2.0,45.0,60.0,105.0,78.5,Between 56 and 65,M,Master's Degree,Retired,14.0,2022-04-17
23991,4.0,22.5,-15.0,15.0,93.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-04-17
23995,5.0,5.0,-50.0,-80.0,8.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-04-17
23996,5.0,-25.0,-70.0,-110.0,-34.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2022-04-17
23998,5.0,40.0,-12.5,-37.5,13.5,Between 26 and 35,M,Master's Degree,Permanent Employee,16.0,2022-04-17
24001,2.0,72.5,30.0,45.0,74.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-17
24004,2.0,62.5,52.5,55.0,89.5,Between 18 and 25,M,High School,Permanent Employee,14.0,2022-04-17
24005,5.0,30.0,-35.0,-30.0,-11.0,Between 18 and 25,M,High School,Student,16.0,2022-04-17
24007,2.0,57.5,5.0,37.5,90.0,Less than 18,M,I'd rather not answer,Student,12.0,2022-04-17
24008,5.0,5.0,-42.5,-27.5,0.5,Between 18 and 25,M,High School,Student,27.0,2022-04-17
24010,5.0,-70.0,-90.0,-130.0,-142.0,Less than 18,M,Middle School,Student,39.0,2022-04-17
24011,5.0,20.0,-70.0,-130.0,-132.0,Less than 18,M,Master's Degree,Freelance,38.0,2022-04-17
24013,5.0,2.5,-75.0,-132.5,-77.0,Between 18 and 25,M,High School,University Student,38.0,2022-04-18
24014,6.0,15.0,10.0,5.0,55.0,Between 46 and 55,F,Master's Degree,Permanent Employee,28.0,2022-04-18
24016,5.0,2.5,-22.5,-47.5,49.0,Less than 18,M,I'd rather not answer,Student,16.0,2022-04-18
24017,6.0,15.0,2.5,2.5,43.5,Between 26 and 35,M,High School,Permanent Employee,28.0,2022-04-18
24018,2.0,45.0,15.0,72.5,97.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,21.0,2022-04-18
24019,5.0,27.5,-27.5,-5.0,18.5,Between 18 and 25,M,High School,Student,27.0,2022-04-18
24020,3.0,15.0,-15.0,0.0,32.0,Between 18 and 25,M,High School,Looking for employment,27.0,2022-04-18
24021,5.0,2.5,-10.0,-25.0,1.0,Between 18 and 25,M,High School,Looking for employment,27.0,2022-04-18
24022,2.0,70.0,42.5,57.5,107.0,Between 18 and 25,F,High School,University Student,2.0,2022-04-18
24023,4.0,37.5,10.0,42.5,82.0,Between 26 and 35,M,High School,Fixed Term Employee,19.0,2022-04-18
24024,4.0,67.5,15.0,10.0,67.0,Between 18 and 25,M,Vocational qualification,Student,12.0,2022-04-18
24025,4.0,42.5,17.5,10.0,62.5,Between 26 and 35,M,I'd rather not answer,I'd rather not answer,12.0,2022-04-18
24026,4.0,82.5,30.0,10.0,81.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0,2022-04-18
24027,6.0,70.0,15.0,-22.5,64.0,Less than 18,M,Middle School,Student,12.0,2022-04-18
24028,5.0,7.5,-67.5,-117.5,-89.5,Less than 18,M,Middle School,Student,38.0,2022-04-18
24029,2.0,-2.5,100.0,185.0,152.0,Between 18 and 25,M,High School,University Student,15.0,2022-04-18
24031,2.0,-15.0,62.5,160.0,152.0,Between 18 and 25,M,High School,University Student,23.0,2022-04-18
24033,5.0,22.5,-17.5,-72.5,-36.0,Less than 18,M,Middle School,Student,10.0,2022-04-18
24034,6.0,45.0,15.0,-5.0,26.5,Less than 18,M,Middle School,Student,12.0,2022-04-19
24035,5.0,-40.0,-90.0,-140.0,-142.0,More than 65,M,Vocational qualification,Freelance,39.0,2022-04-19
24036,2.0,27.5,-10.0,40.0,108.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-04-19
24037,2.0,75.0,20.0,67.5,94.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-04-19
24038,2.0,40.0,45.0,90.0,56.0,Between 18 and 25,M,High School,University Student,33.0,2022-04-19
24039,4.0,17.5,32.5,52.5,41.0,Between 18 and 25,M,High School,University Student,28.0,2022-04-19
24040,5.0,-42.5,-65.0,-115.0,-99.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2022-04-19
24041,2.0,82.5,57.5,112.5,149.5,Between 18 and 25,N,High School,Student,2.0,2022-04-19
24042,5.0,-5.0,-7.5,-2.5,1.0,Between 18 and 25,M,High School,Looking for employment,27.0,2022-04-19
24043,6.0,7.5,-5.0,-12.5,48.0,Between 18 and 25,M,High School,Student,27.0,2022-04-19
24044,5.0,2.5,-75.0,-145.0,-87.0,Between 18 and 25,F,High School,Student,38.0,2022-04-19
24046,5.0,45.0,-47.5,-87.5,-29.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0,2022-04-19
24047,5.0,-2.5,-42.5,-65.0,-33.5,Between 18 and 25,M,High School,University Student,30.0,2022-04-19
24048,4.0,45.0,20.0,15.0,91.0,Between 18 and 25,F,High School,University Student,12.0,2022-04-19
24049,5.0,32.5,-30.0,-45.0,-3.5,Less than 18,M,High School,Student,16.0,2022-04-19
24050,4.0,52.5,-12.5,17.5,89.5,Between 26 and 35,M,Master's Degree,University Student,12.0,2022-04-20
24051,2.0,20.0,-5.0,55.0,104.5,Less than 18,M,I'd rather not answer,I'd rather not answer,19.0,2022-04-20
24052,5.0,22.5,-30.0,-40.0,25.0,Between 26 and 35,M,Bachelor's Degree,University Student,16.0,2022-04-20
24056,2.0,55.0,2.5,45.0,92.0,Between 46 and 55,F,Master's Degree,Permanent Employee,12.0,2022-04-20
24057,2.0,82.5,37.5,115.0,139.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-20
24059,5.0,-77.5,-37.5,-115.0,-139.5,Between 18 and 25,M,High School,University Student,46.0,2022-04-20
24060,2.0,60.0,80.0,170.0,172.0,Between 18 and 25,M,High School,University Student,1.0,2022-04-20
24063,2.0,55.0,15.0,82.5,129.5,Between 26 and 35,F,Bachelor's Degree,Freelance,14.0,2022-04-20
24064,2.0,47.5,27.5,20.0,103.5,Between 26 and 35,F,Bachelor's Degree,University Student,12.0,2022-04-20
24065,4.0,37.5,-5.0,32.5,87.0,Between 18 and 25,M,Middle School,Student,19.0,2022-04-20
24067,3.0,37.5,-27.5,-2.5,33.5,Between 18 and 25,M,Bachelor's Degree,University Student,13.0,2022-04-20
24068,2.0,55.0,27.5,47.5,83.5,Less than 18,M,Middle School,Student,12.0,2022-04-20
24072,5.0,-10.0,-60.0,-170.0,-102.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,38.0,2022-04-20
24073,2.0,65.0,70.0,110.0,132.0,Less than 18,M,Middle School,Student,14.0,2022-04-20
24074,5.0,57.5,-55.0,-117.5,38.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2022-04-20
24075,6.0,0.0,-12.5,-22.5,93.0,Less than 18,M,Middle School,Student,16.0,2022-04-21
24077,5.0,-7.5,-65.0,-92.5,-49.5,Between 18 and 25,M,Middle School,Student,30.0,2022-04-21
24078,4.0,5.0,-15.0,-12.5,105.5,Less than 18,M,Middle School,Student,28.0,2022-04-21
24079,4.0,17.5,-20.0,47.5,93.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-04-21
24080,5.0,22.5,-15.0,-32.5,35.0,Between 18 and 25,M,High School,University Student,16.0,2022-04-21
24081,5.0,2.5,-70.0,-175.0,-107.0,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,38.0,2022-04-21
24082,5.0,20.0,0.0,-20.0,6.0,Between 26 and 35,F,Master's Degree,Public Employee,27.0,2022-04-21
24083,5.0,-20.0,0.0,20.0,-6.0,Between 26 and 35,F,First Level Master Degree,Entrepreneur,27.0,2022-04-21
24084,5.0,-40.0,0.0,40.0,-12.0,Between 36 and 45,N,Master's Degree,Freelance,41.0,2022-04-21
24085,6.0,-70.0,-35.0,55.0,17.0,More than 65,N,I'd rather not answer,Entrepreneur,51.0,2022-04-21
24086,2.0,75.0,30.0,65.0,113.5,Less than 18,F,Middle School,Student,2.0,2022-04-21
24087,5.0,0.0,0.0,0.0,0.0,Between 26 and 35,F,Master's Degree,Entrepreneur,27.0,2022-04-21
24088,2.0,67.5,22.5,75.0,114.5,Between 18 and 25,M,High School,Student,2.0,2022-04-21
24089,2.0,27.5,2.5,50.0,102.0,Less than 18,M,Middle School,Student,19.0,2022-04-21
24090,2.0,57.5,12.5,45.0,84.5,Between 26 and 35,M,First Level Master Degree,Permanent Employee,12.0,2022-04-21
24091,2.0,35.0,25.0,52.5,123.5,Between 18 and 25,M,High School,Student,21.0,2022-04-21
24092,5.0,22.5,-35.0,-57.5,22.0,Less than 18,M,Middle School,Student,16.0,2022-04-21
24094,2.0,42.5,32.5,45.0,96.0,Less than 18,F,Middle School,Student,21.0,2022-04-21
24095,6.0,45.0,-20.0,-37.5,70.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2022-04-21
24097,2.0,20.0,70.0,170.0,162.0,Between 18 and 25,F,Master's Degree,Public Employee,15.0,2022-04-22
24098,2.0,80.0,70.0,150.0,162.0,Between 26 and 35,M,Master's Degree,Entrepreneur,1.0,2022-04-22
24099,5.0,42.5,-22.5,-30.0,4.5,Between 18 and 25,M,High School,University Student,16.0,2022-04-22
24101,5.0,25.0,-37.5,-20.0,-14.0,Between 18 and 25,M,High School,University Student,27.0,2022-04-22
24102,5.0,35.0,-27.5,-50.0,33.0,Less than 18,M,Middle School,Student,16.0,2022-04-22
24103,6.0,45.0,-5.0,5.0,31.0,Between 18 and 25,M,I'd rather not answer,Student,13.0,2022-04-22
24104,2.0,47.5,40.0,77.5,87.0,Less than 18,F,High School,Student,21.0,2022-04-22
24105,4.0,45.0,10.0,35.0,62.5,Between 18 and 25,M,Middle School,Student,12.0,2022-04-22
24106,4.0,40.0,10.0,27.5,77.0,Between 18 and 25,M,High School,Student,19.0,2022-04-22
24107,4.0,40.0,30.0,5.0,58.5,Between 18 and 25,M,High School,Student,12.0,2022-04-22
24108,2.0,55.0,37.5,42.5,88.5,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-22
24109,2.0,80.0,30.0,62.5,127.0,Between 18 and 25,M,I'd rather not answer,Student,2.0,2022-04-22
24112,4.0,47.5,35.0,7.5,86.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-22
24113,6.0,57.5,-30.0,-15.0,57.0,Between 26 and 35,M,High School,Permanent Employee,13.0,2022-04-22
24114,4.0,47.5,35.0,7.5,86.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-22
24117,3.0,65.0,32.5,-20.0,21.0,Between 18 and 25,F,High School,University Student,12.0,2022-04-22
24119,6.0,5.0,-10.0,-2.5,56.5,Between 18 and 25,M,High School,University Student,27.0,2022-04-22
24120,5.0,-2.5,-50.0,-25.0,-5.0,Between 18 and 25,M,High School,Freelance,31.0,2022-04-22
