,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
4271,4.0,75.0,5.0,5.0,66.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-08-12
4272,5.0,-57.5,-32.5,-30.0,-84.0,Between 18 and 25,M,High School,University Student,40.0,2021-08-12
4273,3.0,30.0,-35.0,-7.5,39.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-08-12
4274,5.0,32.5,-47.5,-72.5,-40.0,Between 26 and 35,M,High School,Permanent Employee,10.0,2021-08-12
4275,3.0,30.0,-25.0,-2.5,36.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-08-12
4276,6.0,67.5,45.0,-27.5,53.0,Less than 18,M,Middle School,Student,12.0,2021-08-12
4277,5.0,-37.5,-17.5,7.5,-10.0,Between 18 and 25,M,High School,Student,41.0,2021-08-12
4278,3.0,70.0,-30.0,-30.0,37.0,Less than 18,M,Middle School,Student,13.0,2021-08-12
4279,3.0,50.0,-17.5,-35.0,40.5,Between 18 and 25,F,High School,Student,13.0,2021-08-12
4280,4.0,45.0,10.0,-2.5,62.5,Between 56 and 65,M,Bachelor's Degree,Retired,12.0,2021-08-12
4281,6.0,42.5,-5.0,-2.5,40.0,Less than 18,M,Middle School,Looking for employment,13.0,2021-08-12
4282,2.0,62.5,15.0,40.0,94.5,Between 18 and 25,F,High School,Student,12.0,2021-08-12
4283,2.0,47.5,22.5,42.5,98.5,Less than 18,M,High School,Student,21.0,2021-08-12
4284,3.0,37.5,-7.5,-15.0,24.0,Less than 18,M,I'd rather not answer,Student,13.0,2021-08-12
4285,2.0,27.5,7.5,82.5,137.0,Less than 18,M,Bachelor's Degree,Student,21.0,2021-08-12
4286,2.0,62.5,17.5,45.0,127.0,Less than 18,M,Middle School,Student,12.0,2021-08-12
4287,2.0,62.5,17.5,65.0,107.0,Between 18 and 25,F,High School,Student,12.0,2021-08-12
4288,2.0,80.0,75.0,140.0,127.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-08-13
4289,2.0,57.5,30.0,67.5,72.0,Between 18 and 25,M,Middle School,Student,21.0,2021-08-13
4290,4.0,60.0,-15.0,12.5,66.0,Less than 18,M,Middle School,Student,12.0,2021-08-13
4291,2.0,60.0,30.0,72.5,97.0,Less than 18,M,High School,Student,14.0,2021-08-13
4292,4.0,10.0,32.5,47.5,33.5,Between 18 and 25,F,Master's Degree,University Student,28.0,2021-08-13
4293,6.0,32.5,2.5,2.5,51.0,Between 36 and 45,M,First Level Master Degree,Freelance,13.0,2021-08-13
4294,2.0,67.5,20.0,27.5,112.5,Between 18 and 25,N,High School,University Student,12.0,2021-08-13
4295,2.0,70.0,20.0,27.5,120.0,Between 18 and 25,N,High School,University Student,12.0,2021-08-13
4296,2.0,70.0,47.5,105.0,122.0,Between 18 and 25,M,I'd rather not answer,Student,2.0,2021-08-13
4297,5.0,-50.0,-110.0,-140.0,-132.0,Between 36 and 45,M,I'd rather not answer,I'd rather not answer,39.0,2021-08-13
4298,2.0,42.5,72.5,117.5,149.5,Between 18 and 25,F,High School,Student,14.0,2021-08-13
4299,5.0,27.5,-67.5,-60.0,-22.0,Less than 18,M,Middle School,Student,37.0,2021-08-13
4300,2.0,60.0,37.5,92.5,127.0,Less than 18,M,Middle School,Student,14.0,2021-08-13
4301,2.0,57.5,40.0,52.5,114.5,Between 18 and 25,F,Bachelor's Degree,University Student,14.0,2021-08-13
4302,2.0,67.5,30.0,42.5,109.5,Less than 18,F,High School,Student,12.0,2021-08-13
4303,2.0,72.5,30.0,50.0,129.5,Less than 18,F,High School,Student,2.0,2021-08-13
4304,2.0,52.5,15.0,55.0,134.5,Less than 18,M,Middle School,Student,22.0,2021-08-13
4305,2.0,50.0,25.0,45.0,99.5,Less than 18,N,High School,Student,21.0,2021-08-13
4306,2.0,70.0,25.0,52.5,109.5,Less than 18,N,Vocational qualification,Student,12.0,2021-08-13
4307,2.0,62.5,37.5,75.0,122.0,Less than 18,F,High School,Student,14.0,2021-08-14
4308,2.0,65.0,47.5,67.5,122.0,Less than 18,F,High School,Student,14.0,2021-08-14
4309,2.0,75.0,37.5,67.5,99.5,Between 26 and 35,M,Master's Degree,I'd rather not answer,2.0,2021-08-14
4310,2.0,70.0,52.5,82.5,114.5,Between 18 and 25,F,High School,University Student,2.0,2021-08-14
4311,5.0,45.0,-10.0,-30.0,24.0,Between 18 and 25,M,Vocational qualification,Permanent Employee,13.0,2021-08-14
4312,6.0,-27.5,0.0,22.5,48.0,Between 18 and 25,M,High School,University Student,27.0,2021-08-14
4313,2.0,70.0,60.0,100.0,111.0,Less than 18,M,Middle School,Student,2.0,2021-08-14
4314,2.0,60.0,60.0,100.0,98.5,Less than 18,M,Middle School,Student,14.0,2021-08-14
4315,2.0,-2.5,-5.0,37.5,103.5,Less than 18,M,Middle School,Student,28.0,2021-08-14
4316,2.0,67.5,60.0,55.0,93.5,Between 46 and 55,F,Master's Degree,Public Employee,14.0,2021-08-14
4317,5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-08-14
4318,5.0,-20.0,0.0,20.0,-6.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-08-14
4319,2.0,40.0,15.0,77.5,71.0,Between 18 and 25,M,High School,University Student,19.0,2021-08-14
4320,5.0,7.5,-15.0,-32.5,0.0,I'd rather not answer,M,I'd rather not answer,Student,27.0,2021-08-14
4321,6.0,27.5,7.5,-7.5,55.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2021-08-14
4322,5.0,42.5,-42.5,-37.5,8.0,Less than 18,M,Middle School,Student,16.0,2021-08-14
4323,5.0,17.5,-25.0,-37.5,38.0,Between 18 and 25,M,High School,Permanent Employee,16.0,2021-08-14
4324,2.0,17.5,17.5,62.5,82.0,Between 18 and 25,M,High School,University Student,19.0,2021-08-15
4325,4.0,10.0,12.5,22.5,58.5,Between 18 and 25,M,High School,University Student,28.0,2021-08-15
4326,5.0,60.0,-70.0,-62.5,25.0,Between 18 and 25,M,High School,Looking for employment,9.0,2021-08-15
4327,2.0,15.0,7.5,45.0,105.0,Less than 18,M,Middle School,Student,19.0,2021-08-15
4328,2.0,17.5,5.0,42.5,105.0,Less than 18,M,Middle School,Student,19.0,2021-08-15
4329,2.0,47.5,37.5,85.0,98.5,Between 18 and 25,M,High School,University Student,14.0,2021-08-15
4330,2.0,37.5,55.0,100.0,94.5,Less than 18,F,Middle School,Student,14.0,2021-08-15
4331,2.0,42.5,60.0,82.5,122.0,Less than 18,M,Middle School,Student,14.0,2021-08-15
4332,6.0,82.5,2.5,-27.5,65.5,Less than 18,M,Middle School,Student,12.0,2021-08-15
4333,3.0,90.0,5.0,-47.5,40.5,Less than 18,M,Middle School,Student,5.0,2021-08-15
4334,2.0,65.0,32.5,57.5,94.5,Between 36 and 45,F,Master's Degree,Public Employee,12.0,2021-08-15
4335,4.0,37.5,5.0,17.5,86.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,12.0,2021-08-15
4336,2.0,65.0,67.5,120.0,129.5,Between 26 and 35,M,Vocational qualification,Permanent Employee,14.0,2021-08-15
4337,4.0,60.0,10.0,25.0,54.0,Between 46 and 55,F,High School,Permanent Employee,12.0,2021-08-15
4338,6.0,60.0,-35.0,-12.5,83.5,Less than 18,F,I'd rather not answer,Student,13.0,2021-08-15
4339,6.0,-2.5,-30.0,7.5,47.0,Between 18 and 25,M,Middle School,Student,27.0,2021-08-15
4340,5.0,25.0,-37.5,-37.5,16.5,Less than 18,M,Middle School,Student,16.0,2021-08-15
4341,2.0,72.5,37.5,87.5,127.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-08-15
4342,4.0,5.0,2.5,27.5,58.5,Between 18 and 25,M,High School,University Student,28.0,2021-08-15
4343,2.0,-40.0,20.0,85.0,92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,42.0,2021-08-15
4344,5.0,-12.5,-15.0,-37.5,-12.0,Between 18 and 25,M,High School,University Student,31.0,2021-08-15
4345,2.0,90.0,50.0,110.0,144.5,Less than 18,M,Middle School,Student,2.0,2021-08-15
4346,4.0,15.0,25.0,57.5,66.0,Between 26 and 35,M,Master's Degree,Entrepreneur,19.0,2021-08-15
4347,2.0,-55.0,35.0,95.0,97.0,Between 36 and 45,M,Bachelor's Degree,Entrepreneur,34.0,2021-08-15
4348,2.0,52.5,27.5,42.5,76.0,Between 18 and 25,M,High School,Student,12.0,2021-08-15
4349,6.0,62.5,-5.0,5.0,42.5,Between 18 and 25,M,High School,University Student,12.0,2021-08-15
4350,4.0,35.0,62.5,22.5,67.5,Between 18 and 25,M,High School,University Student,21.0,2021-08-15
4351,5.0,-12.5,-65.0,-132.5,-94.5,Between 18 and 25,M,PhD,Entrepreneur,38.0,2021-08-15
4352,2.0,47.5,20.0,47.5,104.5,Between 18 and 25,F,High School,University Student,21.0,2021-08-15
4353,4.0,77.5,-5.0,0.0,76.5,Between 18 and 25,F,I'd rather not answer,University Student,12.0,2021-08-15
4354,5.0,27.5,-70.0,-100.0,-23.5,Between 18 and 25,M,High School,University Student,37.0,2021-08-15
4355,2.0,67.5,2.5,62.5,87.0,Between 18 and 25,M,Master's Degree,University Student,12.0,2021-08-15
4356,5.0,-40.0,-90.0,-140.0,-132.0,Less than 18,M,Middle School,Student,39.0,2021-08-15
4357,5.0,5.0,-47.5,-17.5,3.5,Less than 18,M,Middle School,Student,27.0,2021-08-15
4358,4.0,52.5,50.0,30.0,73.5,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2021-08-15
4359,2.0,27.5,0.0,62.5,114.5,Less than 18,M,I'd rather not answer,I'd rather not answer,19.0,2021-08-15
4360,2.0,65.0,10.0,47.5,108.0,I'd rather not answer,F,I'd rather not answer,I'd rather not answer,12.0,2021-08-15
4361,4.0,22.5,22.5,37.5,50.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2021-08-16
4362,4.0,-30.0,-45.0,55.0,44.5,Less than 18,M,Middle School,Student,41.0,2021-08-16
4363,5.0,-7.5,-70.0,-147.5,-44.5,Less than 18,M,Vocational qualification,Student,24.0,2021-08-16
4364,4.0,-65.0,-35.0,90.0,52.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2021-08-16
4365,2.0,-40.0,-20.0,110.0,82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2021-08-16
4366,4.0,-40.0,-20.0,90.0,47.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2021-08-16
4367,2.0,-70.0,20.0,140.0,52.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2021-08-16
4368,2.0,42.5,25.0,42.5,90.0,Less than 18,M,High School,Student,21.0,2021-08-16
4369,2.0,72.5,65.0,125.0,127.0,Less than 18,N,Middle School,Student,2.0,2021-08-16
4370,3.0,20.0,12.5,-2.5,10.0,Less than 18,N,Middle School,Student,27.0,2021-08-16
4371,4.0,40.0,-25.0,10.0,104.5,Less than 18,M,High School,Student,12.0,2021-08-16
4372,5.0,30.0,-17.5,-22.5,1.5,Between 46 and 55,F,High School,Fixed Term Employee,16.0,2021-08-16
4373,2.0,47.5,45.0,75.0,122.0,Between 18 and 25,F,High School,Student,14.0,2021-08-16
4374,3.0,62.5,-25.0,-12.5,31.0,Between 18 and 25,M,High School,Student,13.0,2021-08-17
4375,4.0,20.0,0.0,25.0,71.0,Less than 18,F,Middle School,Student,19.0,2021-08-17
4376,2.0,25.0,2.5,47.5,117.0,Between 18 and 25,M,High School,University Student,19.0,2021-08-17
4377,2.0,60.0,30.0,32.5,87.0,Between 18 and 25,F,Bachelor's Degree,Freelance,12.0,2021-08-17
4378,5.0,25.0,-65.0,-90.0,-41.5,Less than 18,M,Middle School,Student,37.0,2021-08-17
4379,4.0,25.0,7.5,27.5,54.5,Between 18 and 25,M,High School,University Student,19.0,2021-08-17
4380,4.0,42.5,-20.0,25.0,76.0,Less than 18,M,Middle School,Student,12.0,2021-08-17
4381,5.0,-22.5,-85.0,-120.0,-87.0,Less than 18,M,Middle School,Student,38.0,2021-08-17
4382,3.0,45.0,-7.5,-35.0,55.5,Less than 18,M,Middle School,Student,13.0,2021-08-17
4383,5.0,-40.0,0.0,40.0,-12.0,Less than 18,M,Middle School,Student,41.0,2021-08-17
4384,2.0,62.5,37.5,42.5,103.5,Between 18 and 25,M,Middle School,Student,12.0,2021-08-17
4385,2.0,70.0,37.5,72.5,104.5,Between 26 and 35,M,Master's Degree,I'd rather not answer,2.0,2021-08-17
4386,5.0,47.5,-47.5,-115.0,-29.5,Between 18 and 25,M,High School,Student,10.0,2021-08-17
4387,2.0,67.5,65.0,92.5,117.0,Less than 18,M,High School,Student,14.0,2021-08-18
4388,5.0,27.5,-87.5,-102.5,-30.0,Less than 18,M,Middle School,Student,37.0,2021-08-18
4389,5.0,5.0,-52.5,-110.0,-59.5,Less than 18,M,Middle School,Student,37.0,2021-08-18
4390,5.0,-12.5,-45.0,-17.5,-14.0,Between 18 and 25,M,High School,University Student,31.0,2021-08-18
4391,4.0,42.5,25.0,17.5,78.5,Less than 18,M,Middle School,Student,12.0,2021-08-18
4392,4.0,40.0,15.0,7.5,91.0,Less than 18,F,Middle School,Student,12.0,2021-08-18
4393,2.0,42.5,50.0,42.5,89.5,Between 18 and 25,M,Bachelor's Degree,University Student,21.0,2021-08-18
4394,2.0,70.0,57.5,117.5,132.0,Less than 18,M,Middle School,Student,2.0,2021-08-18
4395,5.0,27.5,-5.0,-25.0,25.5,Between 26 and 35,M,Master's Degree,Freelance,16.0,2021-08-18
4396,6.0,82.5,12.5,-15.0,53.0,Less than 18,M,High School,Student,12.0,2021-08-18
4397,4.0,47.5,2.5,20.0,82.0,Between 18 and 25,M,High School,University Student,12.0,2021-08-18
4398,6.0,22.5,-5.0,-5.0,54.0,Less than 18,F,I'd rather not answer,Student,28.0,2021-08-18
4399,2.0,90.0,67.5,135.0,159.5,Less than 18,M,Middle School,Student,1.0,2021-08-19
4400,5.0,-10.0,-72.5,-105.0,-57.0,Between 18 and 25,N,Vocational qualification,University Student,30.0,2021-08-19
4401,4.0,45.0,20.0,37.5,53.5,Less than 18,M,Middle School,Student,19.0,2021-08-19
4402,5.0,17.5,-40.0,-142.5,-107.0,Between 18 and 25,M,High School,Student,17.0,2021-08-19
4403,2.0,70.0,65.0,80.0,116.0,Less than 18,M,Middle School,Student,2.0,2021-08-19
4404,2.0,70.0,45.0,92.5,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-08-19
4405,5.0,10.0,-80.0,-160.0,-97.0,Between 56 and 65,M,Middle School,Retired,38.0,2021-08-19
4406,5.0,27.5,15.0,-7.5,-28.5,Between 46 and 55,M,Bachelor's Degree,Public Employee,20.0,2021-08-19
4407,3.0,35.0,20.0,0.0,6.5,Less than 18,M,Middle School,Student,28.0,2021-08-19
4408,6.0,70.0,32.5,-27.5,33.0,Between 18 and 25,M,Middle School,Student,12.0,2021-08-19
4409,5.0,30.0,0.0,-20.0,24.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-08-19
4410,4.0,40.0,10.0,15.0,91.0,Less than 18,M,Middle School,Student,12.0,2021-08-19
4411,2.0,90.0,7.5,7.5,108.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0,2021-08-19
4412,3.0,17.5,-12.5,-20.0,36.5,Less than 18,M,Vocational qualification,Student,27.0,2021-08-19
4413,5.0,-12.5,-45.0,-60.0,-50.0,Less than 18,M,Middle School,Student,30.0,2021-08-19
4414,4.0,-37.5,-12.5,62.5,47.0,Between 18 and 25,M,High School,University Student,47.0,2021-08-19
4415,5.0,20.0,-45.0,-35.0,6.5,Less than 18,M,Middle School,Entrepreneur,16.0,2021-08-19
4416,5.0,-50.0,-60.0,-125.0,-102.0,More than 65,M,Master's Degree,Entrepreneur,39.0,2021-08-19
4417,5.0,-10.0,-55.0,-137.5,-89.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2021-08-19
4418,6.0,47.5,-12.5,2.5,45.5,Less than 18,M,Middle School,Student,13.0,2021-08-19
4419,4.0,52.5,22.5,20.0,82.5,Between 18 and 25,F,Middle School,Student,12.0,2021-08-19
4420,2.0,57.5,80.0,132.5,147.0,Less than 18,M,High School,Student,14.0,2021-08-19
4421,2.0,55.0,25.0,75.0,117.0,Between 18 and 25,F,Bachelor's Degree,University Student,14.0,2021-08-19
4422,2.0,50.0,37.5,87.5,122.0,Between 18 and 25,M,Vocational qualification,Looking for employment,14.0,2021-08-19
4423,4.0,25.0,15.0,27.5,73.5,Less than 18,F,Middle School,Student,19.0,2021-08-19
4424,2.0,67.5,45.0,42.5,126.5,Less than 18,M,Middle School,Student,2.0,2021-08-19
4425,5.0,45.0,-47.5,-130.0,-32.0,Less than 18,M,I'd rather not answer,I'd rather not answer,10.0,2021-08-19
4426,5.0,40.0,-42.5,-120.0,-29.5,Less than 18,M,Middle School,Student,10.0,2021-08-19
4427,3.0,40.0,20.0,2.5,-1.0,Less than 18,M,Middle School,Student,28.0,2021-08-19
4428,2.0,90.0,60.0,110.0,147.0,Between 18 and 25,M,High School,University Student,2.0,2021-08-19
4429,5.0,0.0,0.0,0.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-08-19
4430,2.0,-60.0,80.0,125.0,102.0,More than 65,M,I'd rather not answer,I'd rather not answer,34.0,2021-08-19
4431,6.0,42.5,-20.0,-5.0,39.0,Between 56 and 65,F,I'd rather not answer,Looking for employment,13.0,2021-08-19
4432,5.0,-50.0,-60.0,27.5,-3.0,Between 18 and 25,M,High School,I'd rather not answer,41.0,2021-08-19
4433,2.0,-15.0,25.0,80.0,107.0,Less than 18,M,I'd rather not answer,Student,42.0,2021-08-19
4434,3.0,27.5,-35.0,-27.5,53.5,Less than 18,M,I'd rather not answer,Student,16.0,2021-08-19
4435,2.0,-15.0,20.0,70.0,107.0,Less than 18,M,I'd rather not answer,Student,42.0,2021-08-20
4436,2.0,60.0,32.5,62.5,92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-08-20
4437,2.0,-2.5,50.0,45.0,99.0,Between 18 and 25,M,High School,Student,21.0,2021-08-20
4438,4.0,-25.0,2.5,42.5,69.5,Less than 18,M,High School,Student,42.0,2021-08-20
4439,5.0,0.0,15.0,5.0,-3.5,Between 18 and 25,M,High School,Student,27.0,2021-08-20
4440,3.0,57.5,-10.0,-22.5,25.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-08-20
4441,2.0,52.5,55.0,70.0,94.5,Less than 18,F,Middle School,Student,14.0,2021-08-20
4442,5.0,0.0,0.0,0.0,0.0,Less than 18,M,PhD,Retired,27.0,2021-08-20
4443,3.0,65.0,-30.0,-40.0,65.0,Between 46 and 55,N,I'd rather not answer,Looking for employment,13.0,2021-08-20
4444,4.0,50.0,5.0,2.5,58.5,Between 26 and 35,N,High School,Looking for employment,12.0,2021-08-20
4445,2.0,47.5,40.0,72.5,98.5,Between 18 and 25,F,Middle School,Student,21.0,2021-08-20
4446,2.0,65.0,47.5,32.5,99.5,Less than 18,M,Middle School,Student,12.0,2021-08-20
4447,4.0,80.0,15.0,-22.5,97.0,Less than 18,M,Middle School,Student,4.0,2021-08-20
4448,5.0,-5.0,-25.0,0.0,8.5,Between 18 and 25,M,High School,Student,27.0,2021-08-20
4449,5.0,5.0,-25.0,-27.5,-1.5,Between 18 and 25,M,High School,Student,27.0,2021-08-20
4450,5.0,-2.5,-52.5,-115.0,-36.0,Less than 18,M,I'd rather not answer,Student,37.0,2021-08-20
4451,2.0,80.0,80.0,155.0,167.0,Less than 18,M,Middle School,Student,1.0,2021-08-20
4452,4.0,65.0,22.5,30.0,69.5,Between 18 and 25,M,High School,University Student,12.0,2021-08-20
4453,5.0,30.0,-62.5,-85.0,-9.5,Between 18 and 25,M,High School,I'd rather not answer,37.0,2021-08-20
4454,2.0,45.0,37.5,62.5,108.5,Less than 18,M,Middle School,Student,21.0,2021-08-21
4455,3.0,65.0,-15.0,-20.0,23.0,Between 18 and 25,M,High School,University Student,13.0,2021-08-21
4456,2.0,67.5,10.0,37.5,122.0,Less than 18,M,High School,Student,12.0,2021-08-21
4457,2.0,80.0,20.0,40.0,92.0,Less than 18,M,Middle School,Student,12.0,2021-08-21
4458,4.0,27.5,-2.5,37.5,53.5,Between 18 and 25,M,I'd rather not answer,Student,19.0,2021-08-21
4459,2.0,77.5,0.0,17.5,117.0,Less than 18,M,Middle School,Student,12.0,2021-08-21
4460,4.0,25.0,-15.0,37.5,51.0,Between 18 and 25,M,I'd rather not answer,Student,28.0,2021-08-21
4461,5.0,-15.0,-45.0,-30.0,29.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-08-21
4462,5.0,17.5,-55.0,-130.0,-84.5,Less than 18,M,Middle School,Student,37.0,2021-08-21
4463,5.0,-17.5,-45.0,-20.0,31.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-08-21
4464,6.0,55.0,-32.5,-25.0,59.0,Between 18 and 25,M,Bachelor's Degree,University Student,13.0,2021-08-21
4465,2.0,32.5,30.0,67.5,97.0,Between 18 and 25,M,Bachelor's Degree,University Student,21.0,2021-08-21
4466,5.0,-12.5,-80.0,-132.5,-114.5,Between 18 and 25,M,Middle School,Student,38.0,2021-08-21
4467,5.0,55.0,-65.0,-100.0,3.0,Less than 18,M,High School,Student,9.0,2021-08-21
4468,5.0,-40.0,-70.0,-125.0,-107.0,Between 18 and 25,M,High School,Freelance,39.0,2021-08-21
4469,6.0,2.5,-7.5,-2.5,46.5,Between 56 and 65,M,First Level Master Degree,Freelance,27.0,2021-08-21
4470,2.0,62.5,50.0,65.0,119.5,Between 18 and 25,M,High School,University Student,14.0,2021-08-21
4471,3.0,2.5,15.0,10.0,6.5,Between 18 and 25,M,High School,University Student,27.0,2021-08-21
4472,5.0,70.0,-65.0,-90.0,-51.0,Between 18 and 25,M,PhD,Freelance,10.0,2021-08-21
4473,5.0,25.0,-7.5,-22.5,14.5,Between 36 and 45,M,High School,Public Employee,27.0,2021-08-21
4474,3.0,62.5,5.0,-35.0,30.0,Between 18 and 25,M,Bachelor's Degree,Fixed Term Employee,13.0,2021-08-21
4475,2.0,47.5,2.5,37.5,109.5,Less than 18,M,I'd rather not answer,Student,12.0,2021-08-21
4476,6.0,62.5,52.5,0.0,26.0,Between 18 and 25,M,Master's Degree,University Student,12.0,2021-08-22
4477,2.0,82.5,22.5,90.0,124.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2021-08-22
4478,2.0,52.5,42.5,70.0,96.0,Between 18 and 25,F,High School,University Student,14.0,2021-08-22
4479,6.0,42.5,-17.5,2.5,47.5,Between 18 and 25,M,Vocational qualification,I'd rather not answer,13.0,2021-08-22
4480,2.0,17.5,37.5,105.0,119.5,Between 18 and 25,M,Vocational qualification,Student,33.0,2021-08-22
4481,2.0,0.0,40.0,55.0,124.5,Less than 18,M,Vocational qualification,Student,21.0,2021-08-22
4482,5.0,25.0,-20.0,-57.5,15.0,Between 46 and 55,M,First Level Master Degree,I'd rather not answer,16.0,2021-08-22
4483,2.0,50.0,-7.5,50.0,82.0,Between 26 and 35,M,First Level Master Degree,Looking for employment,12.0,2021-08-22
4484,4.0,62.5,-7.5,37.5,84.5,More than 65,M,Master's Degree,Retired,12.0,2021-08-22
4485,2.0,90.0,70.0,145.0,172.0,Less than 18,M,Middle School,Student,1.0,2021-08-22
4486,5.0,-90.0,-90.0,-140.0,-152.0,More than 65,M,Middle School,Retired,39.0,2021-08-22
4487,5.0,-50.0,-60.0,-90.0,-68.0,Between 26 and 35,M,Bachelor's Degree,Student,43.0,2021-08-22
4488,5.0,17.5,7.5,-5.0,-10.0,Between 36 and 45,F,Bachelor's Degree,Looking for employment,27.0,2021-08-22
4489,5.0,57.5,-40.0,-55.0,9.0,Less than 18,M,High School,Student,9.0,2021-08-22
4490,2.0,72.5,32.5,45.0,87.0,Less than 18,M,Middle School,Student,12.0,2021-08-22
4491,5.0,25.0,-30.0,-40.0,-9.0,Less than 18,M,Middle School,Student,16.0,2021-08-22
4492,2.0,17.5,37.5,52.5,132.0,Between 26 and 35,M,High School,Fixed Term Employee,21.0,2021-08-22
4493,2.0,32.5,25.0,40.0,127.0,Between 26 and 35,M,High School,Fixed Term Employee,21.0,2021-08-22
4494,2.0,35.0,25.0,70.0,102.0,Between 18 and 25,F,Bachelor's Degree,University Student,21.0,2021-08-22
4495,3.0,30.0,-10.0,-12.5,24.0,Between 26 and 35,M,First Level Master Degree,Freelance,16.0,2021-08-23
4496,2.0,30.0,7.5,57.5,91.0,Between 18 and 25,M,High School,University Student,19.0,2021-08-23
4497,2.0,80.0,80.0,150.0,172.0,Less than 18,M,Middle School,Student,1.0,2021-08-23
4498,5.0,-37.5,-65.0,-85.0,-29.5,Between 18 and 25,M,High School,University Student,43.0,2021-08-23
4499,6.0,57.5,20.0,-32.5,48.0,Less than 18,M,High School,Student,12.0,2021-08-23
4500,2.0,62.5,25.0,37.5,84.5,Between 46 and 55,M,Master's Degree,Permanent Employee,12.0,2021-08-23
4501,5.0,-10.0,40.0,40.0,-88.0,Less than 18,M,Middle School,Student,20.0,2021-08-23
4502,5.0,-30.0,0.0,20.0,-12.0,Between 36 and 45,M,First Level Master Degree,Freelance,41.0,2021-08-23
4503,4.0,57.5,10.0,20.0,43.5,Between 36 and 45,M,High School,Entrepreneur,12.0,2021-08-23
4504,5.0,-30.0,-50.0,-80.0,-42.0,Between 18 and 25,M,Vocational qualification,Student,30.0,2021-08-23
4505,2.0,42.5,2.5,65.0,97.0,Between 26 and 35,F,Bachelor's Degree,Looking for employment,19.0,2021-08-23
4506,2.0,40.0,25.0,67.5,89.5,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,21.0,2021-08-23
4507,2.0,50.0,80.0,155.0,162.0,Between 18 and 25,M,High School,Student,14.0,2021-08-23
4508,3.0,35.0,20.0,5.0,1.5,Less than 18,M,Middle School,Student,28.0,2021-08-23
4509,2.0,47.5,52.5,117.5,139.5,Between 18 and 25,F,High School,University Student,14.0,2021-08-23
4510,4.0,87.5,42.5,7.5,54.5,Less than 18,M,Bachelor's Degree,Entrepreneur,4.0,2021-08-23
4511,2.0,30.0,25.0,70.0,88.5,Less than 18,M,I'd rather not answer,Student,21.0,2021-08-23
4512,2.0,67.5,37.5,85.0,111.0,Between 46 and 55,M,High School,Permanent Employee,14.0,2021-08-23
4513,2.0,65.0,45.0,65.0,98.5,Between 46 and 55,F,First Level Master Degree,Public Employee,14.0,2021-08-23
4514,2.0,-25.0,52.5,97.5,119.5,Between 26 and 35,M,High School,Permanent Employee,33.0,2021-08-23
4515,2.0,42.5,20.0,47.5,83.5,Between 18 and 25,M,First Level Master Degree,Fixed Term Employee,19.0,2021-08-23
4516,2.0,90.0,-10.0,20.0,152.0,Between 18 and 25,M,High School,University Student,4.0,2021-08-23
4517,4.0,-22.5,-15.0,65.0,82.0,Between 26 and 35,M,High School,I'd rather not answer,42.0,2021-08-24
4518,4.0,40.0,2.5,7.5,72.5,Less than 18,F,I'd rather not answer,Student,12.0,2021-08-24
4519,4.0,52.5,-17.5,5.0,70.0,Less than 18,F,Middle School,Student,12.0,2021-08-24
4520,2.0,62.5,55.0,90.0,114.5,Between 18 and 25,M,High School,University Student,14.0,2021-08-24
4521,2.0,57.5,22.5,67.5,98.5,Less than 18,M,Middle School,Student,21.0,2021-08-24
