nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id
2.0,77.5,35.0,45.0,92.0,More than 65,M,High School,Retired,4.0
2.0,57.5,27.5,60.0,116.0,Between 26 and 35,F,PhD,I'd rather not answer,14.0
5.0,15.0,-65.0,-155.0,-97.0,Less than 18,M,Middle School,Student,24.0
2.0,40.0,40.0,82.5,119.5,Between 26 and 35,F,PhD,I'd rather not answer,14.0
2.0,82.5,20.0,77.5,139.5,Less than 18,M,Middle School,Student,2.0
6.0,37.5,-27.5,-2.5,43.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
2.0,70.0,42.5,70.0,121.0,Between 18 and 25,F,High School,University Student,2.0
2.0,10.0,27.5,77.5,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
2.0,67.5,15.0,50.0,119.5,Less than 18,M,Middle School,Student,12.0
6.0,40.0,5.0,7.5,50.0,Between 26 and 35,M,High School,Fixed Term Employee,12.0
2.0,55.0,80.0,87.5,99.5,Between 56 and 65,M,High School,Permanent Employee,14.0
2.0,65.0,37.5,85.0,139.5,Less than 18,M,High School,Student,2.0
4.0,-50.0,22.5,95.0,29.5,Between 26 and 35,M,High School,Student,47.0
2.0,60.0,40.0,40.0,78.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,32.5,95.0,175.0,172.0,Less than 18,M,Middle School,Student,14.0
2.0,52.5,42.5,72.5,134.5,Between 18 and 25,M,High School,Student,14.0
2.0,55.0,27.5,70.0,93.5,Between 18 and 25,F,High School,Looking for employment,21.0
4.0,27.5,0.0,10.0,71.0,Less than 18,M,Middle School,Student,19.0
4.0,70.0,40.0,10.0,62.0,Between 36 and 45,M,High School,Looking for employment,12.0
4.0,70.0,40.0,0.0,42.0,Between 36 and 45,M,High School,Looking for employment,12.0
2.0,72.5,40.0,70.0,107.0,Between 26 and 35,M,High School,Entrepreneur,2.0
2.0,62.5,20.0,72.5,107.0,Between 26 and 35,M,High School,Entrepreneur,14.0
2.0,60.0,25.0,60.0,98.5,Between 26 and 35,F,High School,I'd rather not answer,12.0
4.0,40.0,17.5,22.5,56.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
5.0,-10.0,0.0,5.0,14.0,Between 18 and 25,M,High School,Student,27.0
2.0,82.5,42.5,92.5,164.5,Less than 18,N,Middle School,Student,2.0
2.0,55.0,25.0,90.0,84.5,Less than 18,M,High School,Student,14.0
5.0,55.0,-2.5,-27.5,-7.5,Between 46 and 55,M,Master's Degree,I'd rather not answer,13.0
2.0,62.5,22.5,75.0,107.0,Between 26 and 35,M,High School,Entrepreneur,14.0
5.0,15.0,-42.5,-57.5,-54.5,Less than 18,M,Middle School,Student,17.0
3.0,0.0,-30.0,0.0,38.5,Between 18 and 25,M,Master's Degree,Permanent Employee,27.0
5.0,-55.0,-42.5,-105.0,-77.0,Less than 18,M,I'd rather not answer,Student,43.0
2.0,27.5,55.0,92.5,103.5,Less than 18,M,Vocational qualification,Student,33.0
2.0,82.5,22.5,60.0,103.5,Between 18 and 25,M,High School,University Student,2.0
5.0,55.0,15.0,-32.5,-3.5,Between 36 and 45,M,High School,Fixed Term Employee,13.0
5.0,12.5,-52.5,-102.5,-49.5,Less than 18,M,Middle School,Student,37.0
6.0,55.0,-5.0,15.0,46.5,I'd rather not answer,M,I'd rather not answer,Student,12.0
3.0,32.5,-17.5,-22.5,31.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,16.0
5.0,32.5,-45.0,-30.0,-7.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
5.0,17.5,-67.5,-107.5,-72.0,Between 26 and 35,M,Middle School,Student,37.0
5.0,-27.5,-67.5,-72.5,-74.0,Less than 18,M,Middle School,Student,30.0
4.0,40.0,2.5,20.0,86.0,Between 18 and 25,M,High School,University Student,12.0
5.0,5.0,-60.0,-95.0,-56.5,Between 18 and 25,M,High School,Looking for employment,37.0
6.0,70.0,20.0,-10.0,42.0,Between 36 and 45,M,High School,Looking for employment,12.0
6.0,35.0,-20.0,2.5,70.0,Between 26 and 35,M,High School,Freelance,13.0
5.0,15.0,-75.0,-132.5,-57.0,Between 18 and 25,M,High School,University Student,24.0
4.0,42.5,37.5,17.5,71.5,Between 36 and 45,M,Master's Degree,Permanent Employee,12.0
2.0,57.5,30.0,92.5,67.5,Between 46 and 55,N,Bachelor's Degree,Permanent Employee,14.0
5.0,-47.5,-55.0,-92.5,-114.5,Between 46 and 55,M,Vocational qualification,Entrepreneur,39.0
2.0,82.5,37.5,85.0,123.5,Less than 18,M,Middle School,Student,2.0
2.0,65.0,32.5,60.0,106.0,Less than 18,M,Middle School,Student,14.0
2.0,67.5,55.0,70.0,116.0,Less than 18,M,Middle School,Student,2.0
4.0,40.0,-27.5,22.5,72.0,Between 18 and 25,M,High School,Looking for employment,13.0
6.0,70.0,-7.5,-35.0,73.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
4.0,15.0,-15.0,5.0,77.0,Between 26 and 35,M,Master's Degree,Looking for employment,28.0
6.0,22.5,-20.0,-7.5,69.5,Between 26 and 35,N,Master's Degree,I'd rather not answer,13.0
5.0,40.0,-35.0,-60.0,13.0,Between 18 and 25,M,Middle School,Student,16.0
6.0,-12.5,5.0,40.0,21.0,Between 18 and 25,M,High School,University Student,28.0
5.0,37.5,-5.0,-42.5,9.0,Between 36 and 45,M,Vocational qualification,Freelance,16.0
2.0,-12.5,55.0,122.5,122.0,Between 18 and 25,M,High School,Student,33.0
6.0,35.0,-35.0,5.0,66.0,Less than 18,M,Middle School,Student,13.0
6.0,50.0,-15.0,-22.5,56.5,Less than 18,F,High School,Student,13.0
5.0,25.0,-72.5,-50.0,18.5,Between 46 and 55,M,High School,Freelance,16.0
4.0,52.5,30.0,57.5,51.0,Between 46 and 55,F,Master's Degree,Public Employee,21.0
5.0,2.5,-40.0,-20.0,-0.5,Less than 18,M,I'd rather not answer,Student,27.0
6.0,42.5,0.0,-7.5,63.5,Less than 18,F,Middle School,Student,12.0
5.0,-70.0,-55.0,-130.0,-37.0,Between 46 and 55,M,Bachelor's Degree,I'd rather not answer,43.0
2.0,47.5,42.5,92.5,139.5,Between 18 and 25,M,High School,Student,14.0
2.0,75.0,55.0,75.0,131.0,Between 18 and 25,M,Bachelor's Degree,I'd rather not answer,2.0
4.0,45.0,37.5,32.5,79.0,Less than 18,M,I'd rather not answer,Student,21.0
4.0,37.5,15.0,22.5,81.0,Between 18 and 25,M,High School,University Student,19.0
3.0,30.0,-2.5,-22.5,36.5,Between 18 and 25,M,High School,Looking for employment,16.0
3.0,7.5,-10.0,5.0,16.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
2.0,15.0,55.0,110.0,107.0,Between 18 and 25,M,High School,University Student,33.0
2.0,42.5,12.5,92.5,124.5,Between 18 and 25,M,High School,University Student,21.0
2.0,67.5,70.0,107.5,117.0,Between 18 and 25,F,High School,University Student,14.0
2.0,55.0,30.0,82.5,109.5,Between 18 and 25,N,High School,Student,14.0
5.0,-80.0,-65.0,-115.0,-147.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,46.0
4.0,60.0,2.5,12.5,66.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,37.5,72.5,107.5,132.0,Between 18 and 25,M,High School,University Student,14.0
2.0,37.5,-7.5,52.5,109.5,Between 18 and 25,M,High School,Student,19.0
6.0,37.5,0.0,0.0,35.0,Less than 18,M,Middle School,Student,13.0
5.0,12.5,-52.5,-27.5,12.5,Less than 18,M,Middle School,Student,27.0
4.0,37.5,5.0,7.5,63.5,Less than 18,F,Middle School,Student,12.0
5.0,40.0,0.0,-40.0,12.0,Less than 18,F,Middle School,Student,16.0
3.0,22.5,2.5,-22.5,36.5,Less than 18,M,Middle School,Student,16.0
5.0,-40.0,-90.0,-120.0,-128.0,More than 65,M,PhD,Retired,39.0
4.0,0.0,25.0,17.5,92.0,Between 18 and 25,M,High School,University Student,19.0
2.0,37.5,0.0,70.0,89.5,I'd rather not answer,M,Vocational qualification,Student,19.0
2.0,50.0,25.0,107.5,124.5,Between 18 and 25,F,High School,University Student,14.0
2.0,50.0,17.5,77.5,73.5,Between 18 and 25,M,High School,University Student,21.0
3.0,55.0,-2.5,-15.0,14.5,Between 18 and 25,F,High School,University Student,13.0
2.0,25.0,35.0,45.0,79.5,Between 36 and 45,M,Master's Degree,Entrepreneur,19.0
5.0,-40.0,-35.0,-122.5,-97.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,38.0
6.0,37.5,30.0,0.0,21.5,Between 46 and 55,F,Middle School,Retired,12.0
5.0,12.5,-7.5,-25.0,0.0,I'd rather not answer,M,I'd rather not answer,Student,27.0
6.0,30.0,0.0,5.0,29.0,Between 56 and 65,F,Bachelor's Degree,Public Employee,28.0
4.0,62.5,17.5,-2.5,58.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0
5.0,-32.5,-67.5,-90.0,-18.5,Between 46 and 55,M,High School,I'd rather not answer,30.0
6.0,57.5,-15.0,-17.5,81.0,Less than 18,M,Middle School,Student,12.0
5.0,12.5,-52.5,-77.5,-48.5,Less than 18,M,Middle School,Student,17.0
4.0,42.5,17.5,27.5,77.5,Between 36 and 45,N,High School,I'd rather not answer,12.0
5.0,60.0,-35.0,-47.5,12.0,Between 46 and 55,M,PhD,Entrepreneur,9.0
2.0,52.5,15.0,45.0,92.5,Less than 18,M,Middle School,Student,12.0
5.0,60.0,-40.0,-117.5,43.0,Between 18 and 25,M,High School,University Student,9.0
5.0,60.0,-50.0,-100.0,50.0,Between 18 and 25,M,High School,University Student,9.0
5.0,60.0,-50.0,-145.0,3.0,Between 18 and 25,M,High School,University Student,7.0
5.0,42.5,-5.0,-50.0,8.0,Between 46 and 55,F,High School,I'd rather not answer,16.0
2.0,50.0,7.5,25.0,100.0,Less than 18,N,Middle School,Student,12.0
5.0,15.0,-72.5,-87.5,-49.5,Between 46 and 55,M,High School,Public Employee,37.0
6.0,-5.0,17.5,45.0,13.5,Between 18 and 25,M,High School,University Student,28.0
2.0,15.0,50.0,72.5,97.0,Less than 18,M,Middle School,Student,21.0
4.0,5.0,15.0,35.0,33.5,Between 18 and 25,M,Bachelor's Degree,University Student,28.0
6.0,5.0,20.0,17.5,29.0,Between 18 and 25,M,Bachelor's Degree,University Student,28.0
4.0,70.0,22.5,15.0,66.0,Between 18 and 25,M,High School,University Student,12.0
2.0,50.0,35.0,87.5,124.5,Less than 18,M,Middle School,Student,14.0
2.0,15.0,32.5,92.5,117.0,Between 18 and 25,M,Middle School,I'd rather not answer,33.0
2.0,-20.0,45.0,122.5,122.0,Between 18 and 25,M,Middle School,I'd rather not answer,33.0
6.0,70.0,-20.0,-15.0,63.0,Less than 18,M,I'd rather not answer,I'd rather not answer,12.0
4.0,12.5,2.5,35.0,82.0,Between 26 and 35,M,High School,Freelance,19.0
2.0,30.0,22.5,50.0,87.0,Between 18 and 25,M,High School,University Student,19.0
4.0,62.5,0.0,22.5,81.0,Between 18 and 25,M,High School,University Student,12.0
2.0,70.0,67.5,112.5,144.5,Between 18 and 25,F,Bachelor's Degree,University Student,2.0
2.0,90.0,70.0,110.0,162.0,Less than 18,M,Middle School,Student,2.0
4.0,15.0,10.0,30.0,77.0,Between 18 and 25,M,High School,Looking for employment,19.0
2.0,42.5,2.5,50.0,94.5,Less than 18,M,Middle School,Student,19.0
6.0,30.0,25.0,-5.0,23.0,Less than 18,M,Middle School,Student,28.0
3.0,40.0,12.5,-27.5,25.5,Less than 18,M,Middle School,Student,13.0
5.0,2.5,-12.5,5.0,-28.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
2.0,40.0,25.0,32.5,94.0,Less than 18,M,Middle School,Student,19.0
5.0,45.0,-50.0,-50.0,-13.5,Less than 18,M,I'd rather not answer,Student,10.0
5.0,20.0,-75.0,-165.0,-45.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0
2.0,87.5,42.5,72.5,136.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
4.0,62.5,62.5,25.0,33.0,Between 18 and 25,M,High School,Student,12.0
5.0,27.5,-47.5,-22.5,18.5,Between 18 and 25,M,High School,Student,16.0
6.0,37.5,-25.0,-5.0,72.0,Between 18 and 25,M,High School,Student,13.0
6.0,32.5,-20.0,-7.5,64.5,Between 18 and 25,M,High School,Student,13.0
5.0,-47.5,-65.0,-70.0,-111.0,Between 56 and 65,M,Middle School,Retired,45.0
4.0,72.5,-7.5,2.5,76.5,I'd rather not answer,M,Middle School,Student,12.0
5.0,40.0,-75.0,-132.5,-19.5,Between 18 and 25,M,Master's Degree,Student,37.0
6.0,70.0,-2.5,2.5,23.5,Between 26 and 35,M,Master's Degree,I'd rather not answer,12.0
4.0,-20.0,-12.5,57.5,64.5,Between 18 and 25,M,Bachelor's Degree,University Student,42.0
2.0,55.0,35.0,55.0,107.0,Less than 18,M,Middle School,Student,21.0
6.0,62.5,12.5,-27.5,58.0,Between 36 and 45,M,High School,Permanent Employee,12.0
5.0,7.5,0.0,-50.0,0.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
6.0,15.0,-12.5,12.5,58.5,Between 26 and 35,F,Master's Degree,Permanent Employee,28.0
4.0,20.0,-7.5,60.0,56.0,Less than 18,M,Middle School,Student,28.0
2.0,60.0,12.5,47.5,104.5,Less than 18,M,I'd rather not answer,I'd rather not answer,12.0
4.0,42.5,25.0,15.0,40.0,Less than 18,M,Middle School,Student,12.0
4.0,42.5,20.0,50.0,71.0,Between 18 and 25,F,High School,University Student,19.0
2.0,17.5,0.0,42.5,123.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,19.0
2.0,5.0,42.5,82.5,127.0,Less than 18,F,High School,Student,33.0
5.0,35.0,-25.0,-25.0,26.0,Between 18 and 25,F,High School,University Student,16.0
5.0,7.5,-2.5,-5.0,13.5,Between 18 and 25,M,High School,Student,27.0
5.0,-7.5,-27.5,-37.5,-11.5,Between 18 and 25,M,High School,Student,31.0
5.0,-22.5,-45.0,2.5,21.0,Less than 18,M,Middle School,Student,41.0
2.0,55.0,40.0,75.0,94.5,Between 18 and 25,M,High School,Student,14.0
6.0,72.5,-30.0,-2.5,67.0,Less than 18,M,High School,Student,12.0
4.0,32.5,17.5,2.5,71.5,Between 18 and 25,F,Master's Degree,University Student,19.0
2.0,67.5,37.5,37.5,82.5,Between 18 and 25,N,High School,Student,12.0
4.0,80.0,20.0,0.0,72.0,Between 36 and 45,M,High School,Looking for employment,12.0
2.0,72.5,52.5,80.0,121.0,Less than 18,M,Middle School,Student,2.0
5.0,0.0,0.0,0.0,0.0,Less than 18,M,Middle School,Student,27.0
5.0,45.0,-17.5,-25.0,11.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
5.0,22.5,-50.0,-75.0,0.5,Less than 18,M,Middle School,Student,37.0
2.0,67.5,40.0,52.5,96.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
2.0,72.5,25.0,35.0,91.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
3.0,42.5,-17.5,-2.5,21.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
4.0,15.0,15.0,15.0,85.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
2.0,77.5,22.5,30.0,88.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,52.5,17.5,45.0,118.5,Between 18 and 25,M,High School,University Student,12.0
5.0,27.5,-45.0,-27.5,16.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,16.0
4.0,20.0,-12.5,52.5,82.0,Between 26 and 35,F,Master's Degree,Permanent Employee,19.0
2.0,62.5,85.0,130.0,122.0,Less than 18,N,I'd rather not answer,Student,14.0
5.0,32.5,-30.0,-40.0,33.5,Between 18 and 25,M,Master's Degree,Fixed Term Employee,16.0
2.0,80.0,42.5,50.0,113.5,Less than 18,M,Middle School,Student,2.0
2.0,42.5,57.5,85.0,96.0,Less than 18,M,High School,Student,14.0
5.0,27.5,-52.5,-62.5,-47.0,Less than 18,M,Vocational qualification,Student,17.0
6.0,45.0,20.0,-2.5,35.0,Less than 18,M,Middle School,Student,12.0
4.0,42.5,-2.5,35.0,74.5,Between 18 and 25,M,High School,Student,12.0
4.0,-12.5,-7.5,12.5,71.0,Between 18 and 25,M,Bachelor's Degree,University Student,28.0
2.0,55.0,35.0,65.0,88.5,Between 26 and 35,F,Bachelor's Degree,University Student,21.0
6.0,5.0,27.5,42.5,7.5,Between 18 and 25,M,High School,University Student,28.0
6.0,80.0,22.5,-30.0,71.0,Less than 18,M,Middle School,Student,4.0
3.0,27.5,-27.5,-20.0,46.0,Less than 18,M,I'd rather not answer,Student,16.0
5.0,40.0,0.0,-40.0,12.0,Less than 18,M,Middle School,Student,16.0
2.0,40.0,50.0,100.0,98.5,Between 26 and 35,M,Bachelor's Degree,Freelance,14.0
2.0,40.0,50.0,82.5,152.0,Between 18 and 25,N,Middle School,Student,14.0
2.0,72.5,70.0,110.0,162.0,Less than 18,M,Middle School,Student,2.0
2.0,80.0,80.0,140.0,162.0,Between 18 and 25,N,Bachelor's Degree,Student,1.0
2.0,52.5,25.0,42.5,91.0,Between 26 and 35,M,Bachelor's Degree,Looking for employment,12.0
2.0,20.0,27.5,50.0,83.5,Between 18 and 25,M,High School,Student,19.0
2.0,62.5,32.5,62.5,139.5,Less than 18,F,Middle School,Student,2.0
6.0,42.5,17.5,10.0,29.0,Less than 18,M,Middle School,Student,12.0
6.0,32.5,15.0,5.0,21.5,Less than 18,M,Middle School,Student,28.0
3.0,20.0,-5.0,5.0,23.5,Between 18 and 25,M,High School,University Student,27.0
6.0,-27.5,-12.5,17.5,31.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
3.0,40.0,-35.0,-25.0,54.5,Less than 18,M,I'd rather not answer,Student,13.0
5.0,-40.0,-80.0,-120.0,-132.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
2.0,37.5,5.0,45.0,119.5,Between 18 and 25,M,High School,University Student,19.0
5.0,-60.0,-90.0,-100.0,-172.0,Between 46 and 55,M,High School,Permanent Employee,46.0
2.0,80.0,57.5,77.5,134.5,Between 18 and 25,F,Bachelor's Degree,University Student,2.0
5.0,20.0,-32.5,2.5,-17.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
2.0,2.5,10.0,45.0,103.5,Less than 18,M,Middle School,Student,19.0
5.0,-30.0,-25.0,2.5,-25.0,Between 18 and 25,M,High School,Student,31.0
2.0,77.5,67.5,72.5,129.5,Less than 18,M,Middle School,Student,2.0
6.0,37.5,20.0,15.0,26.5,Less than 18,M,Middle School,Student,19.0
2.0,80.0,12.5,25.0,124.5,Between 26 and 35,M,Bachelor's Degree,Freelance,4.0
5.0,-55.0,-5.0,-5.0,-17.5,Between 36 and 45,M,High School,Entrepreneur,41.0
5.0,70.0,-17.5,-75.0,-65.0,Less than 18,N,Middle School,Student,8.0
4.0,55.0,-12.5,0.0,76.0,Between 56 and 65,F,High School,Public Employee,12.0
4.0,47.5,7.5,22.5,82.0,Between 56 and 65,F,High School,Public Employee,12.0
2.0,37.5,0.0,35.0,122.0,Between 18 and 25,M,High School,University Student,19.0
5.0,-70.0,-20.0,-60.0,-102.0,Between 56 and 65,F,High School,Public Employee,45.0
5.0,52.5,-50.0,-45.0,26.0,Between 46 and 55,M,High School,Looking for employment,9.0
2.0,35.0,40.0,77.5,109.5,Less than 18,M,Middle School,Student,21.0
2.0,-10.0,62.5,145.0,147.0,Less than 18,M,Middle School,Student,33.0
5.0,-12.5,-45.0,-20.0,-10.0,Less than 18,M,Middle School,Student,31.0
3.0,10.0,-20.0,10.0,21.0,Between 18 and 25,M,High School,Fixed Term Employee,27.0
2.0,67.5,40.0,100.0,147.0,Less than 18,M,I'd rather not answer,Student,2.0
5.0,35.0,-20.0,-37.5,5.5,Less than 18,M,Middle School,Student,16.0
2.0,52.5,30.0,70.0,91.0,Less than 18,M,Middle School,Student,21.0
5.0,40.0,-57.5,-75.0,-5.0,Less than 18,M,I'd rather not answer,Student,10.0
2.0,90.0,70.0,110.0,162.0,Less than 18,M,Middle School,Student,2.0
2.0,20.0,25.0,80.0,109.5,Less than 18,M,Middle School,Student,21.0
4.0,57.5,-12.5,10.0,112.0,Less than 18,M,Middle School,Student,12.0
5.0,52.5,-42.5,-42.5,45.0,Between 18 and 25,M,I'd rather not answer,Student,9.0
6.0,-20.0,0.0,15.0,42.0,Between 18 and 25,M,High School,University Student,27.0
2.0,-2.5,42.5,102.5,117.0,Between 18 and 25,M,High School,Student,33.0
5.0,75.0,-50.0,-47.5,-3.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,9.0
5.0,2.5,-30.0,-20.0,-26.0,Between 26 and 35,M,Bachelor's Degree,University Student,18.0
5.0,45.0,-2.5,-37.5,12.0,Between 36 and 45,F,Master's Degree,Entrepreneur,16.0
5.0,50.0,-12.5,-57.5,35.5,Between 18 and 25,M,High School,University Student,9.0
2.0,80.0,22.5,85.0,117.0,Between 18 and 25,M,High School,University Student,2.0
6.0,17.5,-15.0,15.0,56.0,Between 18 and 25,M,High School,University Student,28.0
2.0,75.0,35.0,67.5,114.5,Between 18 and 25,M,High School,Student,2.0
2.0,57.5,25.0,60.0,139.5,Between 18 and 25,F,Bachelor's Degree,University Student,22.0
6.0,25.0,2.5,15.0,37.5,Between 18 and 25,M,Bachelor's Degree,University Student,28.0
4.0,0.0,-5.0,35.0,56.0,Less than 18,M,High School,Student,28.0
4.0,37.5,20.0,12.5,51.0,Between 18 and 25,M,High School,I'd rather not answer,19.0
5.0,-20.0,-90.0,-160.0,-102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0
2.0,57.5,40.0,82.5,99.5,Between 18 and 25,F,High School,University Student,14.0
4.0,42.5,15.0,10.0,53.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
5.0,-62.5,-85.0,-110.0,-82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
5.0,30.0,0.0,-20.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
5.0,-5.0,-12.5,15.0,-30.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
5.0,-22.5,-5.0,-45.0,16.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
5.0,-25.0,-100.0,-140.0,-112.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0
4.0,20.0,15.0,45.0,73.5,Between 18 and 25,M,High School,University Student,19.0
2.0,55.0,17.5,70.0,117.0,Less than 18,M,I'd rather not answer,I'd rather not answer,14.0
4.0,-7.5,20.0,75.0,54.5,Between 36 and 45,M,PhD,Entrepreneur,28.0
4.0,37.5,10.0,20.0,91.0,Between 18 and 25,F,High School,University Student,12.0
5.0,-60.0,-50.0,-15.0,-36.5,Between 18 and 25,M,High School,Looking for employment,40.0
3.0,52.5,-30.0,-37.5,46.0,Between 18 and 25,F,High School,Fixed Term Employee,13.0
4.0,35.0,0.0,20.0,51.0,Between 46 and 55,F,High School,Permanent Employee,19.0
4.0,27.5,-27.5,40.0,43.5,Between 18 and 25,M,Bachelor's Degree,University Student,28.0
2.0,37.5,27.5,77.5,74.5,Between 18 and 25,M,High School,University Student,21.0
2.0,37.5,25.0,75.0,92.0,Between 26 and 35,M,Master's Degree,Freelance,21.0
4.0,-45.0,2.5,65.0,52.0,Between 18 and 25,M,High School,University Student,47.0
3.0,50.0,7.5,-2.5,20.0,Between 18 and 25,M,High School,Student,13.0
5.0,-7.5,-22.5,-97.5,-59.5,Between 46 and 55,F,Vocational qualification,I'd rather not answer,30.0
2.0,75.0,22.5,57.5,112.0,Less than 18,M,High School,Student,2.0
2.0,72.5,52.5,70.0,97.5,Between 18 and 25,M,High School,Freelance,2.0
4.0,65.0,-7.5,-7.5,79.5,Between 18 and 25,M,High School,Student,12.0
5.0,17.5,-52.5,-45.0,-11.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,37.0
6.0,42.5,25.0,15.0,29.0,Less than 18,M,Middle School,Student,12.0
2.0,-10.0,70.0,152.5,122.0,Between 18 and 25,M,First Level Master Degree,Entrepreneur,23.0
5.0,42.5,-57.5,-112.5,-62.0,Less than 18,M,Middle School,Student,17.0
3.0,-5.0,-45.0,-2.5,32.0,Between 18 and 25,M,High School,University Student,27.0
4.0,-10.0,-20.0,5.0,82.0,Between 18 and 25,M,High School,Student,28.0
2.0,52.5,72.5,90.0,153.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,42.5,7.5,-17.5,9.0,Between 18 and 25,M,High School,Student,13.0
6.0,37.5,-5.0,-22.5,67.5,Less than 18,M,High School,Student,13.0
4.0,62.5,67.5,30.0,43.0,Between 18 and 25,M,High School,Student,12.0
2.0,82.5,40.0,87.5,134.5,Less than 18,M,Middle School,Student,2.0
5.0,50.0,-2.5,-60.0,-4.5,Between 18 and 25,M,High School,I'd rather not answer,9.0
2.0,55.0,20.0,85.0,97.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,62.5,65.0,67.5,106.0,Less than 18,M,Middle School,Student,14.0
5.0,25.0,-42.5,-22.5,-22.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,20.0
2.0,67.5,65.0,107.5,139.5,Less than 18,M,Middle School,Student,2.0
5.0,-72.5,-85.0,-140.0,-129.5,Less than 18,M,Middle School,Student,39.0
4.0,35.0,25.0,0.0,74.5,Between 18 and 25,M,High School,Student,12.0
5.0,40.0,-10.0,-32.5,13.0,Between 18 and 25,M,High School,University Student,16.0
5.0,22.5,-55.0,-67.5,28.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
2.0,77.5,32.5,67.5,87.0,Between 18 and 25,M,Bachelor's Degree,University Student,2.0
2.0,70.0,65.0,87.5,133.5,Between 18 and 25,M,Middle School,Student,2.0
5.0,-17.5,-45.0,0.0,-14.0,Between 18 and 25,M,Bachelor's Degree,University Student,31.0
4.0,35.0,5.0,37.5,79.5,Between 18 and 25,M,High School,Permanent Employee,19.0
4.0,-2.5,5.0,50.0,62.0,Between 18 and 25,M,High School,Looking for employment,28.0
2.0,10.0,2.5,45.0,109.5,Between 18 and 25,M,High School,University Student,19.0
4.0,62.5,-2.5,2.5,109.5,Less than 18,M,Middle School,Student,12.0
5.0,22.5,-12.5,-45.0,-9.5,Between 18 and 25,M,High School,I'd rather not answer,16.0
2.0,72.5,15.0,42.5,106.0,Between 18 and 25,M,High School,University Student,12.0
2.0,62.5,17.5,47.5,99.5,Between 18 and 25,M,Vocational qualification,Student,12.0
2.0,57.5,25.0,60.0,109.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
2.0,57.5,27.5,55.0,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
5.0,50.0,-32.5,-87.5,-41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0
5.0,27.5,-30.0,-87.5,-34.5,Less than 18,M,Middle School,Student,10.0
2.0,72.5,40.0,50.0,78.5,Between 26 and 35,M,High School,Freelance,12.0
5.0,47.5,-5.0,-42.5,18.0,I'd rather not answer,F,I'd rather not answer,I'd rather not answer,9.0
5.0,57.5,2.5,-42.5,33.0,I'd rather not answer,F,I'd rather not answer,I'd rather not answer,13.0
2.0,27.5,10.0,65.0,102.0,Less than 18,M,Middle School,Student,19.0
